"","time","lat","long","site.name","Fagus","Alnus","Picea","Quercus","legendvalues"
"188",-17500,35.533333,46.116667,"Lake Zeribar",0,0.233519803860631,0,0.190355329949239,50
"189",-17500,35.683333,36.3,"Ghab",0,0.167224080267559,0,24.9163879598662,100
"190",-17500,36.143333,-2.621111,"MD95-2043",0,0.222133228414318,0,0.413704109640371,10
"191",-17500,36.619722,-4.496389,"Bajondillo",0,0.727359289039357,0,0.727359289039357,50
"192",-17500,36.773611,-2.601389,"San Rafael",0,0,0,23.943661971831,100
"193",-17500,36.9975,29.898333,"Sögüt Gölü",0,0.336700336700337,0,30.976430976431,10
"194",-17500,37.1166666666667,29.5986111111111,"Gölhisar Gölü",0,0.312989045383412,0,0.312989045383412,50
"195",-17500,38.425,30.8,"Kararmik Batakligi",0,0.134915889713072,0.0931098696461825,4.6555713333707,100
"196",-17500,39.0585,22.24997,"Lake Xinias",0,0.0894254415381176,0,0.380058126537,10
"197",-17500,39.65,20.916,"Ioannina",0.46189376443418,0.23094688221709,0,10.161662817552,50
"198",-17500,39.7625,20.730556,"Ioannina I",0.658327847267939,0.131665569453588,0,4.41079657669519,100
"199",-17500,39.924722,4.027222,"Son Bou",0,0.307692307692308,0,6.15384615384615,10
"200",-17500,40.578333,-10.348333,"MD95-2039",0,0.412327122512823,0,0.242874280786514,50
"201",-17500,40.931235,15.605185,"Lago Grande di Monticchio",1.81159420289855,0.36231884057971,0,55.0724637681159,100
"202",-17500,41.965045,-2.81179,"Laguna Mesagosa",0,0.323624595469256,0,0,10
"203",-17500,41.999095,-2.84734,"Laguna Negra",0,0,0,0,50
"204",-17500,42.133333,2.75,"Banyoles",0,0.0818330605564648,0,0.247983153153402,100
"205",-17500,42.201944,36.492778,"MD72/5-22",0.0786163522012579,0.0786163522012579,0,1.21935462490929,10
"206",-17500,42.63045,26.780139,"Straldzha mire",0,0,0,1.2514220705347,50
"207",-17500,42.692778,3.841667,"MD99-2348 (103)",0.32401669901929,1.1482599150225,4.18203818426432,3.59536872195074,100
"208",-17500,42.987535,10.89235,"Lago dell'Accesa",0.0990916597853014,0.10523412168607,0.018957345971564,1.13013947138751,10
"209",-17500,43.566389,3.916667,"Saint Sauveur",0,0,0,0,50
"210",-17500,44.185975,7.717165,"Torbiera del Biecai",0,1.41342756183746,0,3.53356890459364,100
"211",-17500,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0.0595238095238095,0,0.431864235055724,10
"212",-17500,45.05339,7.391,"Lago Piccolo di Avigliana",0,0,0,0,50
"213",-17500,45.0561111111111,5.88527777777778,"Lac des Boites",0,0,0,0,100
"214",-17500,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0.0666666666666667,0,0,10
"215",-17500,45.33407,22.80349,"Taul Zanogutii",0,0.161550888529887,0,0,50
"216",-17500,45.4519444444444,2.62277777777778,"Lac Noir",0,0.872969740669194,0,0.28735632183908,100
"217",-17500,45.666389,5.243333,"Loras",0,0,0,0,10
"218",-17500,46.05152,8.94329,"Lago di Origlio",0,1.2632872150386,0.0602409638554217,0.577957411420116,50
"219",-17500,46.283056,7.844167,"Mittlere Hellelen",0,0,0,0,100
"220",-17500,46.347222,7.021667,"Leysin Les Léchières",0,0,0,0,10
"221",-17500,46.633333,7.3925,"Chutti Boltigen",0,0.699300699300699,0,0,50
"222",-17500,47.0213888888889,7.48380555555556,"Moossee",0,0,0.263157894736842,0,100
"223",-17500,47.075556,8.325556,"Rotsee",0,2.41545893719807,3.86473429951691,0,10
"224",-17500,48.34053,20.430665,"Nagy-Mohos",0,0.089126559714795,0,0.89126559714795,50
"225",-17500,48.444444,-0.191667,"Le Fourneau",0,0.956937799043062,0.478468899521531,0.478468899521531,100
"226",-17500,48.775602,13.865165,"Plešné jezero",0,0.856482803703915,0.0677506775067751,0,10
"227",-17500,50.7624,15.552305,"Labský důl",0.121951219512195,0.24390243902439,0.365853658536585,0,50
"228",-17500,52.581389,0.806389,"Saham  Mere",0,0.505050505050505,0,0.348310693138279,100
"229",-17500,56.76882,38.77603,"Plesheevo Lake",0,3.36787564766839,2.33160621761658,0,10
"230",-17000,35.533333,46.116667,"Lake Zeribar",0,0.051440329218107,0,0.655864197530864,50
"231",-17000,36.143333,-2.621111,"MD95-2043",0,0.286532951289398,0,0.429799426934097,100
"232",-17000,36.619722,-4.496389,"Bajondillo",0,0.447427293064877,0,2.40977998330111,10
"233",-17000,36.773611,-2.601389,"San Rafael",0,0,0,18.6851211072664,50
"234",-17000,36.9975,29.898333,"Sögüt Gölü",0,0.400801603206413,0,29.8597194388778,100
"235",-17000,37.466667,30.05,"Pinarbasi",0,0,0,0,10
"236",-17000,38.425,30.8,"Kararmik Batakligi",0,0.151975683890578,0,3.14083080040527,50
"237",-17000,38.483333,23.066667,"Kopais",0,0,0,3.96825396825397,100
"238",-17000,39.7625,20.730556,"Ioannina I",0.174383390970178,0.251918848525564,0,5.29029581903684,10
"239",-17000,40.433889,29.533056,"Lake Iznik",0.0632111251580278,0.391348655756765,0,1.93862042157093,50
"240",-17000,40.578333,-10.348333,"MD95-2039",0,0.123456790123457,0,1.07037037037037,100
"241",-17000,40.931235,15.605185,"Lago Grande di Monticchio",1.5977030248006,0.380560695731308,0.143266475644699,26.4247988023105,10
"242",-17000,41.965045,-2.81179,"Laguna Mesagosa",0,0.272479564032698,0,0,50
"243",-17000,41.999095,-2.84734,"Laguna Negra",0,0,0,0,100
"244",-17000,42.0651658,23.5600111,"Suho ezero II",0,0.132275132275132,0,1.75844531145391,10
"245",-17000,42.133333,2.75,"Banyoles",0,0,0,0.207684319833853,50
"246",-17000,42.201944,36.492778,"MD72/5-22",0.0722543352601156,0,0,1.55310375704525,100
"247",-17000,42.692778,3.841667,"MD99-2348 (103)",0.543581608529086,0.792042718214554,4.3575193658283,3.7331694349521,10
"248",-17000,42.987535,10.89235,"Lago dell'Accesa",0,0.0432525951557093,0,0.216262975778547,50
"249",-17000,43.041685,-6.13878,"Lago de Ajo",0,0.326797385620915,0,0.65359477124183,100
"250",-17000,43.566389,3.916667,"Saint Sauveur",0,0,0,0.0606060606060606,10
"251",-17000,44.7472222222222,3.085,"La Chaumette",0,2.11864406779661,0.847457627118644,0,50
