"","time","lat","long","site.name","fagus","alnus","picea","quercus"
"184",-17500,46.283056,7.844167,"Mittlere Hellelen",0,0,0,0
"185",-17500,46.347222,7.021667,"Leysin Les Léchières",0,0,0,0
"186",-17500,46.633333,7.3925,"Chutti Boltigen",0,0.699300699300699,0,0
"187",-17500,47.075556,8.325556,"Rotsee",0,2.41545893719807,3.86473429951691,0
"188",-17500,48.34053,20.430665,"Nagy-Mohos",0,0.089126559714795,0,0.89126559714795
"189",-17500,48.444444,-0.191667,"Le Fourneau",0,0.956937799043062,0.478468899521531,0.478468899521531
"190",-17500,48.775602,13.865165,"Plešné jezero",0,0.856482803703915,0.0677506775067751,0
"191",-17500,50.7624,15.552305,"Labský důl",0.121951219512195,0.24390243902439,0.365853658536585,0
"192",-17500,56.75,38.5,"Plesheevo Lake",0,3.36787564766839,2.33160621761658,0
"193",-17000,35.533333,46.116667,"Lake Zeribar",0,0.051440329218107,0,0.655864197530864
"194",-17000,36.143333,-2.621111,"MD95-2043",0,0.286532951289398,0,0.429799426934097
"195",-17000,36.773611,-2.601389,"San Rafael",0,0,0,18.6851211072664
"196",-17000,37.05,29.883333,"Sögüt Gölü",0,0.400801603206413,0,29.8597194388778
"197",-17000,37.466667,30.05,"Pinarbasi",0,0,0,0
"198",-17000,38.425,30.8,"Kararmik Batakligi",0,0.151975683890578,0,3.14083080040527
"199",-17000,38.483333,23.066667,"Kopais",0,0,0,3.96825396825397
"200",-17000,39.7625,20.730556,"Ioannina I",0.173900950181991,0.251243431422103,0,5.27611205986416
"201",-17000,39.924722,4.027222,"Son Bou",0,0,0,4.0133779264214
"202",-17000,40.931235,15.605185,"Lago Grande di Monticchio",1.5977030248006,0.380560695731308,0.143266475644699,26.4247988023105
"203",-17000,41.965045,-2.81179,"Laguna Mesagosa",0,0.272479564032698,0,0
"204",-17000,41.999095,-2.84734,"Laguna Negra",0,0,0,0
"205",-17000,42.05,23.533333,"Dry Lake II",0,0.132275132275132,0,1.75844531145391
"206",-17000,42.133333,2.75,"Banyoles",0,0,0,0.311526479750779
"207",-17000,42.692778,3.841667,"MD99-2348 (103)",0.543581608529086,0.792042718214554,4.3575193658283,3.7331694349521
"208",-17000,42.987535,10.89235,"Lago dell'Accesa",0,0.0432525951557093,0,0.216262975778547
"209",-17000,43.041685,-6.13878,"Lago de Ajo",0,0.326797385620915,0,0.65359477124183
"210",-17000,44.7472222222222,3.085,"La Chaumette",0,2.11864406779661,0.847457627118644,0
"211",-17000,44.791667,6.55,"Lac de Siguret",0,0,0,0
"212",-17000,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0.0768535262206148,0,0
"213",-17000,45.05339,7.391,"Lago Piccolo di Avigliana",0,0.3003003003003,0,0
"214",-17000,45.0561111111111,5.88527777777778,"Lac des Boites",0,0.0810159708464793,0,0.566536320560256
"215",-17000,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0,0,0
"216",-17000,45.453611,2.627222,"Lac Noir",0,0,0,0
"217",-17000,45.663889,5.244444,"Loras",0,0,0,0
"218",-17000,45.716667,24.383333,"Avrig",0,0,0,0
"219",-17000,46.283056,7.844167,"Mittlere Hellelen",0,0,0.432900432900433,0
"220",-17000,46.347222,7.021667,"Leysin Les Léchières",0,1.49253731343284,2.98507462686567,0
"221",-17000,46.445,8.518333,"Alpi di Robièi Val Bavona",0,2.8125,0,0.3125
"222",-17000,46.633333,7.3925,"Chutti Boltigen",0,0,0,0
"223",-17000,47.240278,11.420833,"Lanser Moor",0,0,0,0
