time,lat,long,samples,taxa
-19500,50.762596,15.551962,0.628930818,beech
-19500,50.762596,15.551962,5.163677304,spruce
-19500,52.58139,0.80639,0.540540541,alder
-19500,52.58139,0.80639,0.540540541,oak
-19500,57.27789,-4.94281,0.35971223,oak
-19000,36.77361,-2.60139,35.41666667,oak
-19000,37.46667,30.05,0.265486726,oak
-19000,38.425,30.8,0.076452599,alder
-19000,38.425,30.8,1.911314985,oak
-19000,38.48333,23.06667,2.597402597,oak
-19000,38.586466,42.835468,0.21978022,alder
-19000,38.586466,42.835468,0.500903206,spruce
-19000,38.586466,42.835468,0.171232877,oak
-19000,39.0585,22.24997,0.19436346,alder
-19000,39.0585,22.24997,0.550439956,oak
-19000,39.1,-0.68333,1.492537313,oak
-19000,39.1,-0.68333,2.884615385,oak
-19000,39.7625,20.73056,0.25974026,alder
-19000,39.7625,20.73056,0.173160173,beech
-19000,39.7625,20.73056,5.454545455,oak
-19000,40.43389,29.53306,0.179856115,spruce
-19000,40.43389,29.53306,1.618705036,oak
-19000,40.93049,15.604298,0.954653938,alder
-19000,40.93049,15.604298,0.238663484,beech
-19000,40.93049,15.604298,0.238663484,spruce
-19000,40.93049,15.604298,1.100426533,oak
-19000,40.93049,15.604298,0.954653938,alder
-19000,40.93049,15.604298,0.238663484,beech
-19000,40.93049,15.604298,0.238663484,spruce
-19000,40.93049,15.604298,1.100426533,oak
-19000,42.03333,-3.01667,0.530503979,oak
-19000,42.06517,23.56001,0.396825397,alder
-19000,42.06517,23.56001,1.758445311,oak
-19000,42.12908,2.75184,1.739130435,oak
-19000,43.019604,12.87552,0.905797101,spruce
-19000,43.019604,12.87552,0.905797101,oak
-19000,43.055,-2.86139,1.737451737,alder
-19000,43.055,-2.86139,12.74131274,oak
-19000,44.555,5.99556,0.201207243,alder
-19000,44.555,5.99556,1.207243461,oak
-19000,44.91667,3.78333,0.306748466,alder
-19000,44.91667,3.78333,0.735294118,spruce
-19000,45.053196,7.39077,1.801801802,oak
-19000,46.05152,8.94329,3.3,alder
-19000,46.05152,8.94329,2.271428571,spruce
-19000,46.05152,8.94329,2.857142857,oak
-19000,46.9365,7.473,0.578034682,alder
-19000,46.9365,7.473,0.925925926,spruce
-19000,47.01867,6.99669,7.070707071,spruce
-19000,47.02139,7.48381,0.862068966,alder
-19000,47.02139,7.48381,0.862068966,spruce
-19000,47.1125,25.27361,0.392156863,alder
-19000,47.1125,25.27361,2.02377324,spruce
-19000,47.1125,25.27361,0.196078431,oak
-19000,47.29167,10.97639,0.230414747,alder
-19000,48.340256,20.430412,4.611650485,oak
-19000,48.44444,-0.19167,21.10091743,alder
-19000,48.44444,-0.19167,0.611620795,beech
-19000,48.44444,-0.19167,6.116207951,oak
-19000,48.775332,13.864648,1.416430595,alder
-19000,50.762596,15.551962,3.814262023,alder
-19000,50.762596,15.551962,2.32172471,spruce
-19000,50.762596,15.551962,0.165837479,oak
-19000,52.58139,0.80639,0.378787879,alder
-19000,52.58139,0.80639,0.378787879,oak
-18500,36.61972,-4.49639,1.775147929,oak
-18500,36.9975,29.89833,0.231481481,alder
-18500,36.9975,29.89833,16.31944444,oak
-18500,37.13333,29.6,0.228310502,alder
-18500,37.13333,29.6,0.913242009,oak
-18500,37.46667,30.05,0.10460251,oak
-18500,37.54167,31.5,0.520833333,alder
-18500,38.38903,-2.5095,4.390243902,oak
-18500,38.425,30.8,0.06993007,alder
-18500,38.425,30.8,0.41958042,oak
-18500,38.48333,23.06667,4.201680672,oak
-18500,38.586466,42.835468,0.164382753,alder
-18500,38.586466,42.835468,0.31209964,spruce
-18500,38.586466,42.835468,0.211582904,oak
-18500,39.0585,22.24997,0.621118012,alder
-18500,39.0585,22.24997,0.82815735,oak
-18500,39.7625,20.73056,0.290416263,alder
-18500,39.7625,20.73056,0.096805421,beech
-18500,39.7625,20.73056,2.904162633,oak
-18500,39.92472,4.02722,4.528301887,oak
-18500,40.43389,29.53306,0.2,alder
-18500,40.43389,29.53306,0.2,spruce
-18500,40.43389,29.53306,0.6,oak
-18500,40.93049,15.604298,0.269541779,alder
-18500,40.93049,15.604298,0.808625337,beech
-18500,40.93049,15.604298,1.078167116,oak
-18500,40.93049,15.604298,0.529100529,beech
-18500,40.93049,15.604298,0.793650794,oak
-18500,40.93049,15.604298,0.529100529,beech
-18500,40.93049,15.604298,0.793650794,oak
-18500,41.734236,24.139436,0.735294118,alder
-18500,41.734236,24.139436,1.176470588,beech
-18500,41.734236,24.139436,0.441176471,spruce
-18500,41.734236,24.139436,3.235294118,oak
-18500,42.03333,-3.01667,0.46728972,oak
-18500,42.12611,-6.07028,0.404040404,alder
-18500,42.12611,-6.07028,5.454545455,oak
-18500,42.12908,2.75184,0.235294118,oak
-18500,42.629484,26.778668,0.456621005,spruce
-18500,42.629484,26.778668,3.196347032,oak
-18500,43.019604,12.87552,0.442477876,spruce
-18500,43.019604,12.87552,0.221238938,oak
-18500,43.041046,-6.139342,0.606060606,oak
-18500,44.555,5.99556,0.804828974,oak
-18500,44.91667,3.78333,0.182815356,alder
-18500,44.91667,3.78333,0.182815356,spruce
-18500,44.91667,3.78333,0.348477087,oak
-18500,44.91667,3.78333,0.245098039,beech
-18500,44.91667,3.78333,0.245098039,spruce
-18500,46.017064,11.041072,0.398019802,alder
-18500,46.017064,11.041072,0.198019802,spruce
-18500,46.05152,8.94329,1.353911364,alder
-18500,46.05152,8.94329,0.695113572,spruce
-18500,46.05152,8.94329,0.686994165,oak
-18500,46.759926,11.680222,0.833617457,alder
-18500,46.759926,11.680222,0.238663484,beech
-18500,46.759926,11.680222,7.398568019,spruce
-18500,47.01867,6.99669,29.31034483,spruce
-18500,47.02139,7.48381,1.279715622,spruce
-18500,47.1125,25.27361,1.184433164,alder
-18500,47.1125,25.27361,2.538071066,spruce
-18500,47.16969,7.66823,0.666666667,alder
